title,upload_date,views,likes,comments,introduction
Network Stacks and the Internet - Computerphile,2013-07-11,149719,3733,367,"Surfing the web and Internet stacks.Free audiobook: 
http://www.audible.com/computerphile
This video features Richard Mortier.
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://bit.ly/bradychannels"
Original Elite on the BBC B - Computerphile,2013-07-05,172856,4710,527,"Elite was one of the first computer games to use 3d wireframe graphics and procedurally generated environments. Physicist Richard Hill shows us the game and explains how it inspired him. Richard's first video about the BBC microcomputer: 
http://youtu.be/do6xydtcVPk
email your code to sean.computerphile@gmail.comIf you are interested in playing around with 'Aurena' check out Richard's University of Nottingham page here: 
http://www.nottingham.ac.uk/~ppzlev/
(or save this zip file and read the 'readme' file enclosed: 
http://www.nottingham.ac.uk/~ppzlev/a...
 )
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Brady Haran.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at:
http://periodicvideos.blogspot.co.uk/..
."
Entropy in Compression - Computerphile,2013-07-03,369654,8381,661,"What's the absolute minimum you can compress data to? - Entropy conjures up visions of chemistry and physics, but how does it apply to binary codes and computer science? Professor David Brailsford continues his discussion of compression.Addendum: the formula at 
4:40
 is the ""weighted average bits for that state"" rather than the total number of bits - (log^2)Original Professor Brailsford film on compression: 
http://youtu.be/Lto-ajuqW3w
 Professor Brailsford on Error Detection: 
http://youtu.be/-15nx57tbfc
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at:
http://periodicvideos.blogspot.co.uk/..
."
Hyper History and Cyber War - Computerphile,2013-06-28,114883,3033,270,"We rely on computers day-to-day, for most of us they are no longer just a luxury. What does it mean from a philosophical view-point; to live in the age of Hyper History?Luciano Floridi is Professor of Philosophy and UNESCO Chair in Information and Computer Ethics at the University of Hertfordshire, and Fellow of St Cross College, Oxford.
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at:
http://periodicvideos.blogspot.co.uk/..
."
Quick Sort - Computerphile,2013-06-26,335744,8314,371,"Quick Sort is a popular sorting algorithm, but how does it work? Alex continues our exploration of sorting algorithms with a quick look at quick sort.Original 'get sorted' film: 
http://youtu.be/kgBjXUE_Nwc
Cookies: 
http://youtu.be/LHSSY8QNvew
Alex's code that generated the data for the tests on the original 'get sorted' video: 
https://github.com/apinkney97/Sorts
Alex's graph of all the results from his tests on the original 'get sorted' video: 
http://eprg.org/allplots.pdf
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at:
http://periodicvideos.blogspot.co.uk/..
."
Compression - Computerphile,2013-06-21,403056,7926,473,"Most of us deal with data compression on a daily basis, but what is it and how does it work? Professor David Brailsford introduces compression with regards to text and pictures.
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.(some questions from Brady, in case you are confused!)Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at:
http://periodicvideos.blogspot.co.uk/..
."
Getting Sorted & Big O Notation - Computerphile,2013-06-19,292484,7840,545,"How well sorted is your algorithm? Choosing the right method to sort numbers has a huge effect on how quickly a computer can process a task. Alex Pinkney talks about two popular sorting algorithms and how they 'scale up.'Follow up film ""Quick Sort"": 
http://youtu.be/XE4VP_8Y0BU
Alex's code that generated the data for the tests: 
https://github.com/apinkney97/Sorts
Alex's graph of all the results: 
http://eprg.org/allplots.pdf
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at:
http://periodicvideos.blogspot.co.uk/..
."
BBC B Microcomputer - Computerphile,2013-06-15,102399,3233,440,"The BBC Microcomputer was one of the first home computers. Physicist Richard Hill explains how it inspired him.
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Brady Haran.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at:
http://periodicvideos.blogspot.co.uk/..
."
Near to the Metal - Computerphile,2013-06-12,183908,4946,322,"Just who chose Computer Science before it existed as an academic subject? Emeritus Professor David Brailsford talks about how he started as a computer scientist. To be continued in further videos....
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at:
http://periodicvideos.blogspot.co.uk/..
."
Raspberry Pi Hardware - Computerphile,2013-06-07,267472,5300,694,"The Raspberry Pi made waves when it was announced, but what is it? How is it built and what can you do with it? Matt Lloyd, IoT engineer at Ciseco and member of Nottingham's Hackspace talks it through.
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at:
http://periodicvideos.blogspot.co.uk/..
."
Email - Computerphile,2013-06-05,96340,2635,324,"Email is part of the daily routine for many people, but how does a computer deal with email messages? Professor Tom Rodden explains how email is processed so quickly.
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at:
http://periodicvideos.blogspot.co.uk/..
."
The Art of Abstraction - Computerphile,2013-05-31,246594,7876,813,"Abstraction is at the heart of everything to do with computing. James Clewett takes us through the layers abstracting the pixels forming this text on screen from the electrons in the computer.
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at:
http://periodicvideos.blogspot.co.uk/..
."
The Hair Algorithm - Computerphile,2013-05-28,142401,3147,550,"Just what is an algorithm? - Before Computerphile delves into complex computer theory, we define algorithms and how they are used in Computer Science.
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer
Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at:
http://periodicvideos.blogspot.co.uk/..
."
Musical Floppy Drives - Computerphile,2013-05-24,219279,5506,392,"Floppy disk drives make sweet music, well, tuneful noises anyway. You might have seen them on YouTube before, but how do they work? Now you can find out!Featuring Alex Pinkney from the University of Nottingham's Department of Computer Science. 
http://bit.ly/nottscomputer
Alex originally saw these videos:
http://www.youtube.com/user/Sammy1Am
http://www.youtube.com/user/MrSolidSn...
The code, written by Sammy1Am is available online here:
http://github.com/SammyIAm/Moppy/
Follow Computerphile...
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
Video by Sean Riley.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://periodicvideos.blogspot.co.uk/..."
EXTRA BITS - Follow the Cookie Trail - Computerphile,2013-05-23,88431,2429,283,"Main video is at: 
http://youtu.be/LHSSY8QNvew
This is extra footage from Tom Rodden on tracking cookies and some of the controversy surrounding digital data.Video filmed and edited by Sean Riley.Computerphile is a project by Brady Haran. See the full list of Brady's video projects at: 
http://periodicvideos.blogspot.co.uk/...
Computer Science at the University of Nottingham: 
http://bit.ly/nottscomputer"
Follow the Cookie Trail - Computerphile,2013-05-21,254705,6359,644,"Cookies are controversial and new laws governing them have been introduced in Europe. Extra footage: 
http://youtu.be/_d0G6FZ_kR4
Featuring Tom Rodden from the University of Nottingham's Department of Computer Science. 
http://bit.ly/nottscomputer
Follow Computerphile...
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
Video by Sean Riley.Computerphile is a sister project to Brady Haran's Numberphile. See the full list of Brady's video projects at: 
http://periodicvideos.blogspot.co.uk/..."
Homemade Video Arcade Machine - Computerphile,2013-05-17,184952,5598,594,"Nottingham Hackspace member Michael Erskine has built an arcade machine to run his favourite game from his teens - Defender.
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computerphile is a project by Brady Haran. See the full list of Brady's video projects at: 
http://periodicvideos.blogspot.com/20..
."
Welcome to Computerphile!,2013-04-15,181471,5986,3030,"We want to know what you want to see on this channel - leave a comment below or contact us via social media to let us know. We're listening!
http://www.facebook.com/computerphile
https://twitter.com/computer_phile
This video was filmed and edited by Sean Riley.Computerphile is a project by Brady HaranSee the full list of Brady's video projects at: 
http://periodicvideos.blogspot.com/20..
."
